type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,abstract
article,1738884,Patrick G. Watson and Penny  Duquenoy and Margaret  Brennan and Matt  Jones and James  Walkerdine,,,,Towards an Ethical Interaction Design: The Issue of Including Stakeholders in Law-enforcement Software Development,313--316,,4,"ethics centred development, new public management, participatory design, socio-technical considerations, stakeholder engagement",10.1145/1738826.1738884,,,,,,,2009,,Proceedings of the 21st Annual Conference of the Australian Computer-Human Interaction Special Interest Group: Design: Open 24/7,OZCHI '09,,978-1-60558-854-4,"Melbourne, Australia",ACM,"New York, NY, USA","In the public sector (particularly in the UK in light of recent reforms i.e. the Local Government Act 2000, etc.) a greater degree of accountability and public involvement or intervention has become the norm in public infrastructure projects, partially under the rubric of ""stakeholder engagement"". This paper seeks to discuss public involvement in a law-enforcement technology (Isis), which operates on a covert basis in the detection and prevention of child abuse activities across a number of social networking facilities. Our contribution to the development of Isis is to perform an ethics centered consultation process with stakeholders who will contribute to the design and deployment of the end software package. To that end, we have sought to develop a ""Modified Participatory Design"" approach, utilizing the knowledge gained from the HCI community with regards to more traditional design projects and adapting this body of work to questions of ethics, privacy, corporate and civic responsibility, monitoring and awareness issues, etc. in an effort to create a fluid and agile communication process between stakeholders and designers, thus taking account of the ethical issues around Isis as design occurs."
article,2508438,Alexander  Hanna and Chris  Wells and Peter  Maurer and Lew  Friedland and Dhavan  Shah and J&#246;rg  Matthes,,,,Partisan Alignments and Political Polarization Online: A Computational Approach to Understanding the French and US Presidential Elections,15--22,,8,"cross-national comparison, networks, political polarization, politics, presidential debates, twitter",10.1145/2508436.2508438,,,,,,,2013,,"Proceedings of the 2Nd Workshop on Politics, Elections and Data",PLEAD '13,,978-1-4503-2418-2,"San Francisco, California, USA",ACM,"New York, NY, USA","With the advent of Twitter and the ability to collect large datasets from this technology, researchers have the opportunity to analyze political participation in cross-national electoral contexts. This paper capitalizes on this capability to examine political polarization and citizen engagement during the US and French presidential campaigns. We use the Twitter Gardenhose collection to filter tweets based on keywords around a 50-day window, from March 19, 2012 to May 8, 2012 for the French election and September 19, 2012 to November 8, 2012 for the US Election, particularly focusing on on engagement during the US and French presidential debates on October 3, 2012 and May 2, 2012, respectively. From these data, we constructed partisan alignments based on hashtag usage and retweet networks. We found evidence of more stark political polarization in the French case, while the US case demonstrated less partisan division. This study elaborates commonalities and contrasts in the use of a major social medium by citizens in contexts that differ in political culture and language but feature similar ideological divides, electoral politics, and campaign contexts. We conclude by discussing the implications of computational social science and ""big data"" in communications, comparative politics, and political sociology."
article,2702291,Phil  Brooker and John  Vines and Selina  Sutton and Julie  Barnett and Tom  Feltwell and Shaun  Lawson,,,,Debating Poverty Porn on Twitter: Social Media As a Place for Everyday Socio-Political Talk,3177--3186,,10,"live-tweeting, social media, politics, television, welfare",10.1145/2702123.2702291,,,,,,,2015,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,CHI '15,,978-1-4503-3145-6,"Seoul, Republic of Korea",ACM,"New York, NY, USA","This paper presents an empirical investigation of how people appropriated Twitter for socio-political talk in response to a television (TV) portrayal of people supported by state welfare and benefits. Our findings reveal how online discussion during, and in-between, TV broadcasts was characterised by distinctly different qualities, topics and user behaviours. These findings offer design opportunities for social media services to (i) support more balanced real-time commentaries of politically-charged media, (ii) actively promote discussion to continue after, and between, programming; and (iii) incorporate different motivations and attitudes towards socio-political concerns, as well as different practices of communicating those concerns. We contribute to the developing HCI literature on how social media intersects with political and civic engagement and specifically highlight the ways in which Twitter interacts with other forms of media as a site of everyday socio-political talk and debate."
article,2809970,Joseph  Mertz,,,,Computing for the Social Good and Cultivating Cultures for Ethical Computing,39--40,,2,"HFOSS, computer science education, computers and society, ethical computing, evaluation, humanitarian computing, open source software, service learning",10.1145/2809957.2809970,SIGCAS Comput. Soc.,June 2015,45,2,,July,2015,0095-2737,,,,,,ACM,"New York, NY, USA","Why develop educational practices involving computing for the social good? Does the field of ethics provide a viable framework for assessing an evaluating such practices? And are projects that involve students in computing for the social good efficacious in the formation of ethical computing professionals? At Carnegie Mellon, we have developed practices to involve a significant number of students in software development projects and consulting engagements for the social good. A consulting course has had over 500 community service-learning engagements in 18 years, and in a software development capstone course our yearly cohort of 60 students work in small teams to develop software for 15+ social service organizations. Our practices have evolved out of our shared vision of what makes a good computing professional, but we would now like to better define, assess, and communicate what the vision is.The NSF has a program solicitation (15-528) entitled Cultivating Cultures for Ethical STEM (CCE STEM) that ""funds research projects that identify factors that are efficacious in the formation of ethical STEM researchers in all the fields of science and engineering that NSF supports."" It asks: ""What constitutes ethical STEM research and practice? Which cultural and institutional contexts promote ethical STEM research and practice and why?"" Among the factors they mention are ""curricula ... that stress social responsibility and humanitarian goals""; i.e. computing for the social good. And ""what practices contribute to the establishment and maintenance of ethical cultures and how can these practices be transferred, extended to, and integrated into other research and learning settings?""To provide some context from my experience, there are two prevalent types of computing-for-the-social-good projects:1. System-based: Projects that address a social-good (e.g. disaster management, public accountability, or medical record management) and are generally released to the public as open source projects (e.g. Sahana, Ushahidi, or OpenMRS).2. Client-based: Projects that custom-build a solution for a nonprofit, school, international NGO, or other social-good organization. For example, helping a nonprofit increase fundraising with a website, or a school improve interaction with its students using a course management system. Often, but not always, these solutions use the open source projects in (1), but in all cases the solution involves much more work than fetching the software.Our consulting and capstone project course use the client-based model. When done well, client-based social-good projects have the potential to enrich student learning in ambiguous real world environments. Students report increased confidence, further development of technical skills, a sense of satisfaction and appreciation for the needs of their partner organizations.Delivery of a tangible benefit to partner organizations is also generally an expected outcome. Providing lasting value to community partners should, in practice, be a key objective of any serious client engagement. However too often, the needs, concerns and ultimate outcomes for community partners are often overlooked or forgotten. Solutions that are incomplete, poorly implemented, poorly documented, inappropriate to the problem at hand or simply unsustainable may provide little or no value to community partners. In fact, these solutions may actually be detrimental to partner organizations.There is significant risk, therefore, that benefits to ICT service learning projects are asymmetric; students generally report significant benefits from the experience, but community based partners may, in fact, find the experience expensive, risky, and potentially harmful to their missions, organizations and employees. Many community partners simply do not have the resources to finish incomplete projects, sustain or maintain complex software or systems, or perform needed application or server administration.We use a capacity-building model of working with a community partner. This is not the let-us-buildyou-a-system model, where students develop and drop in (often unsustainable) technology solutions. Rather, it emphasizes working-with, and weaving solutions into the development partner's organization, building their capacity to not only use, but to maintain and evolve their solutions as their needs grow and change.Returning to the bigger question of cultivating a culture of ethical practice, these classes are meant to model an ethic of care in meeting the needs of a nonprofit client whose mission is the social good.They expose students to issues of:- Being truthful in working with the client: not misrepresenting their capabilities nor the robustness of their solution.- Being respectful and not misusing the client's time and other resources.- Not taking advantage of their team mates via slacking and free-loading.- Safeguarding the privacy and confidentiality of citizen information in any system they build, and including controls that maintain appropriate privacy and confidentiality.- Not misappropriating software, being aware of licenses, and attributing borrowed work that is otherwise not licensed.- Understanding the role of nonprofit organizations in society. How they are similar and different from for-profit corporations. How they contribute to the social good where markets would not otherwise serve.The NSF solicitation provides an opportunity to support looking at both why we do computing for the social good, and whether these educational practices develop computing professionals who are more aware of the ethical dimensions of their work. The solicitation encourages a comparison across institutions; is SIGCAS a good nexus for building that collaboration?As part of the SIGCAS Symposium, the author shared practices in the consulting and software development capstone courses, and the nascent evaluation ideas they are piloting. A goal is to get others' feedback and explore possibilities for collaboration."
article,2830634,Meenal  Pore and Nuri  Purswani and Reginald E. Bryant and Purity  Mugambi and Osamuyimen  Stewart,,,,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone,31--31,,1,"behavior change, ebola, public health, sms",10.1145/2830629.2830634,,,,,,,2015,,Proceedings of the 2015 Annual Symposium on Computing for Development,DEV '15,,978-1-4503-3490-7,"London, United Kingdom",ACM,"New York, NY, USA","At the peak of the West African Ebola outbreak in December 2014, the only prospect for containing the Ebola Virus Disease (EVD) was through behavior change to reduce transmission pathways. However, deeply ingrained beliefs, social systems, and cultural practices, combined with a lack of knowledge of the disease, made containment difficult. IBM Research - Africa, in collaboration with Sierra Leone Open Government Initiative (OGI), set up a call and SMS hotline to engage with citizens and understand issues on the ground using free text responses, which started on 19th Sept 2014 (during the first national lockdown). Localized versions of Centre for Disease Control (CDC) public health messages were broadcast on public radio along with a short question on Ebola, and listeners were encouraged to call or SMS the OGI hotline in reply to the question, or to report the current situation in their locality. Messages were categorized using a basic keyword search approach, based on categories that were determined manually, and the results of the analysis were communicated to the government via OGI. The initial deployment showed the potential of using a 2-way communication platform utilizing natural language responses to provide valuable feedback on behaviors and attitudes during a health emergency. Our presentation will describe the original platform, the outcomes of the analysis performed to date and the current work being undertaken to extend and scale the platform in Sierra Leone."
proceeding,2145204,,,,General Chair-Steven  Poltrock and General Chair-Carla  Simone and Program Chair-Jonathan  Grudin and Program Chair-Gloria  Mark and Program Chair-John  Riedl,,,,,,,,,,,,,2012,,Proceedings of the ACM 2012 Conference on Computer Supported Cooperative Work,,,978-1-4503-1086-4,"Seattle, Washington, USA",ACM,"New York, NY, USA","Constraint can spur creativity. Approaching the 26th anniversary of the CSCW conference, we were asked to move the submission deadline two months earlier to reduce the reviewing conflict with CHI 2012. In response, we used the additional time to innovate and to increase participation while maintaining or increasing quality, by allowing authors to revise and resubmit their papers and notes. Conference attendees and proceedings readers will ultimately assess the outcome, but overall the feedback from associate chairs, reviewers and authors has been very positive.Submissions increased 57% from CSCW 2011 to a record 290 papers and 125 notes. We increased the program committee to 67 associate chairs (ACs) to handle them; 21 were women and 20 were from outside North America. They comprised representatives from computer science, social media and social networks, psychology, anthropology, software engineering, management, and design. Fifty were from universities.Our process most resembled a journal special issue, with a submission deadline, a team of four reviewers, and one revision cycle under a firm time constraint (in this case five weeks). Each submission was assigned to two committee members, designated AC-Coordinator and ACReviewer. Each AC assigned one external reviewer. In the first round, each paper or note was blind-reviewed by the AC-Reviewer and the two external reviewers. Reviewers assessed the likelihood that it could be revised within one month to be acceptable. Based on the outcomes, submissions were considered 'conditional accept' (CA, 8.7%), 'revise=resubmit' (RR, 46.5%) or 'reject' (44.8%). In general, papers that received one or more positive assessments were offered the opportunity to revise.Papers that had no positive assessment in the first round were rejected. We based this decision on an analysis of CSCW 2011 data, which revealed that submissions that did not get an advocate in the initial reviewing had 0% chance of acceptance. Sixty percent of CSCW 2011 submissions had no advocate, compared to 45% of CSCW 2012 submissions. The difference is that the CSCW 2012 submissions had a month in which they could be improved. By immediately rejecting the 45% that had no chance, we streamlined and focused the process, and reduced the number of reviews per submission despite the revision cycle.The AC Coordinator relied on the reviews in providing written guidance to authors on how to revise RRs. Authors of RR and CA submissions had five weeks to prepare a revision and an explanation of how they had addressed reviewer concerns. Resubmissions of RRs underwent a full second review from the same four-reviewer team; most CAs were checked by just one AC. Reviewing teams were strongly encouraged to resolve decisions prior to the program committee meeting and indeed, only 6% of initial submissions had to be discussed in the meeting.The program committee split into two subgroups followed by a plenary session to make the final decisions. 127 papers and 37 notes, 39.5% of initial submissions, reached acceptable quality through revision. This is almost twice the number presented in any previous CSCW, in part due to record submissions. ACs and reviewers nominated papers and notes for consideration for Best Paper awards; 4 were selected, with 17 awarded Honorable Mention.The accepted work represents diverse topics. Relatively new topics for CSCW include crowdsourcing, civic engagement, and social media; more traditional CSCW topics include distributed work, coordination, ethnography, and collaborative software development.This collaborative effort was an example of computer supported cooperative work. The entire CSCW community provided input throughout the process-many ideas and changes came from outside of the committee. Committee members had to adapt to new ways of working. Our analysis indicates that the work required of reviewers and associate chairs did not exceed that of past years, and authors benefited from two rounds of feedback from committed ACs and reviewers.Our goal was to maintain a high quality threshold while enabling more papers to reach that threshold. We believe there are many benefits to a review process with more opportunity for constructive interaction between reviewers and authors. Authors benefit by learning more about the CSCW culture, and by producing papers that are better than they could have produced on their own. Reviewers benefit by seeing their work lead to improved papers. The community benefits, because more of its members are successful at producing high quality research each year.As a community, we must consider new ways to assess conference quality-when a larger volume of high quality work is produced, older metrics no longer hold. Considering the fraction of submitted work that is of low quality to be a measure of conference quality is backwards. We need new measures of process quality and the resulting quality of accepted work. Through continued innovation, CSCW will remain the top venue for leading edge research on collaboration and technology. As with any new process, mistakes were made and much was learned. We look forward to participating as community members in ongoing innovation.The other technical tracks contribute immeasurably to the program. A record number of interactive posters will be presented. The 14 workshops drew a remarkable number of submissions. With demos, horizon, panels, videos, special sessions, and three plenary keynotes, CSCW 2012 is a great start to the second quarter-century of the CSCW conference."
article,2898470,Mark&#233;ta  Dolej&#353;ov&#225;a and Denisa  Kera,,,,Fermentation GutHub: Designing for Food Sustainability in Singapore,69--76,,8,"DIY cultures, Fermentation, HCI for food sustainability, Peer production",10.1145/2898459.2898470,,,,,,,2016,,Proceedings of the The 2th International Conference in HCI and UX on Indonesia 2016,CHIuXiD '16,,978-1-4503-4044-1,"Jakarta, Indonesia",ACM,"New York, NY, USA","The recent interest of hacker and maker communities in the optimization of everyday food practices connects the urban geek and foodie movements with traditional food cultures. The present DIY experiments with urban food fermentation show a growing citizens' interest in alternative models of food production and distribution. That was a starting point for the GutHub project conceived around practices of DIY food fermentation to support local food sustainability in Singapore. The community of enthusiasts gathered around the GutHub project has designed a number of technological tools to augment the fermentation efforts. In this paper, we present data from eight months long engagements with the GutHub community. We elaborate on the advantages and limitations of such DIY food-tech efforts and situate the findings in the context of HCI discussions on urban food sustainability."
article,2347649,Susanne  B&#248;dker and Ellen  Christiansen and Tom  Nyvang and P&#228;r-Ola  Zander,,,,"Personas, People and Participation: Challenges from the Trenches of Local Government",91--100,,10,"design, eGovernment, participation, personas",10.1145/2347635.2347649,,,,,,,2012,,Proceedings of the 12th Participatory Design Conference: Research Papers - Volume 1,PDC '12,,978-1-4503-0846-5,"Roskilde, Denmark",ACM,"New York, NY, USA","In the early days of digital technology development, design was done 'for', 'with' or 'by' the users based on the assumption that users were real people. Today 'users' have become a component in mass-market production and are seen as 'customers', rather than people. Still designers need to address use, and personas have been introduced for this purpose. The paper uses research on user participation and research-based personas from the eGov+ project to discuss whether personas help designers engage with users. In this project, design was carried out in the domain of municipal services through involvement of clerks, management and citizens from three different municipalities. Through four cases we discuss if applying personas in participatory design settings is productive to designers' understanding of users' use situations. Does deployment of personas bring designers closer to the actual use situation? In which ways do personas help design for, with or by the users? Do personas support participatory design?"
proceeding,2141512,,,,General Chair-Steven  Poltrock and General Chair-Carla  Simone and Program Chair-Jonathan  Grudin and Program Chair-Gloria  Mark and Program Chair-John  Riedl,,,,,,,,,,,,,2012,,Proceedings of the ACM 2012 Conference on Computer Supported Cooperative Work Companion,,,978-1-4503-1051-2,"Seattle, Washington, USA",ACM,"New York, NY, USA","Constraint can spur creativity. Approaching the 26th anniversary of the CSCW conference, we were asked to move the submission deadline two months earlier to reduce the reviewing conflict with CHI 2012. In response, we used the additional time to innovate and to increase participation while maintaining or increasing quality, by allowing authors to revise and resubmit their papers and notes. Conference attendees and proceedings readers will ultimately assess the outcome, but overall the feedback from associate chairs, reviewers and authors has been very positive.Submissions increased 57% from CSCW 2011 to a record 290 papers and 125 notes. We increased the program committee to 67 associate chairs (ACs) to handle them; 21 were women and 20 were from outside North America. They comprised representatives from computer science, social media and social networks, psychology, anthropology, software engineering, management, and design. Fifty were from universities.Our process most resembled a journal special issue, with a submission deadline, a team of four reviewers, and one revision cycle under a firm time constraint (in this case five weeks). Each submission was assigned to two committee members, designated AC-Coordinator and ACReviewer. Each AC assigned one external reviewer. In the first round, each paper or note was blind-reviewed by the AC-Reviewer and the two external reviewers. Reviewers assessed the likelihood that it could be revised within one month to be acceptable. Based on the outcomes, submissions were considered 'conditional accept' (CA, 8.7%), 'revise=resubmit' (RR, 46.5%) or 'reject' (44.8%). In general, papers that received one or more positive assessments were offered the opportunity to revise.Papers that had no positive assessment in the first round were rejected. We based this decision on an analysis of CSCW 2011 data, which revealed that submissions that did not get an advocate in the initial reviewing had 0% chance of acceptance. Sixty percent of CSCW 2011 submissions had no advocate, compared to 45% of CSCW 2012 submissions. The difference is that the CSCW 2012 submissions had a month in which they could be improved. By immediately rejecting the 45% that had no chance, we streamlined and focused the process, and reduced the number of reviews per submission despite the revision cycle.The AC Coordinator relied on the reviews in providing written guidance to authors on how to revise RRs. Authors of RR and CA submissions had five weeks to prepare a revision and an explanation of how they had addressed reviewer concerns. Resubmissions of RRs underwent a full second review from the same four-reviewer team; most CAs were checked by just one AC. Reviewing teams were strongly encouraged to resolve decisions prior to the program committee meeting and indeed, only 6% of initial submissions had to be discussed in the meeting.The program committee split into two subgroups followed by a plenary session to make the final decisions. 127 papers and 37 notes, 39.5% of initial submissions, reached acceptable quality through revision. This is almost twice the number presented in any previous CSCW, in part due to record submissions. ACs and reviewers nominated papers and notes for consideration for Best Paper awards; 4 were selected, with 17 awarded Honorable Mention.The accepted work represents diverse topics. Relatively new topics for CSCW include crowdsourcing, civic engagement, and social media; more traditional CSCW topics include distributed work, coordination, ethnography, and collaborative software development.This collaborative effort was an example of computer supported cooperative work. The entire CSCW community provided input throughout the process-many ideas and changes came from outside of the committee. Committee members had to adapt to new ways of working. Our analysis indicates that the work required of reviewers and associate chairs did not exceed that of past years, and authors benefited from two rounds of feedback from committed ACs and reviewers.Our goal was to maintain a high quality threshold while enabling more papers to reach that threshold. We believe there are many benefits to a review process with more opportunity for constructive interaction between reviewers and authors. Authors benefit by learning more about the CSCW culture, and by producing papers that are better than they could have produced on their own. Reviewers benefit by seeing their work lead to improved papers. The community benefits, because more of its members are successful at producing high quality research each year.As a community, we must consider new ways to assess conference quality-when a larger volume of high quality work is produced, older metrics no longer hold. Considering the fraction of submitted work that is of low quality to be a measure of conference quality is backwards. We need new measures of process quality and the resulting quality of accepted work. Through continued innovation, CSCW will remain the top venue for leading edge research on collaboration and technology. As with any new process, mistakes were made and much was learned. We look forward to participating as community members in ongoing innovation.The other technical tracks contribute immeasurably to the program. A record number of interactive posters will be presented. The 14 workshops drew a remarkable number of submissions. With demos, horizon, panels, videos, special sessions, and three plenary keynotes, CSCW 2012 is a great start to the second quarter-century of the CSCW conference."
article,1854534,Joseph L. Polman and E. Wendy Saul and Alan  Newman and Cathy  Farrar and Nancy  Singer and Eric  Turley and Laura  Pearce and Jennifer  Hope and Glenda  McCarty and Cynthia  Graville,,,,A Cognitive Apprenticeship for Science Literacy Based on Journalism,61--68,,8,,,,,,,,,2010,,Proceedings of the 9th International Conference of the Learning Sciences - Volume 2,ICLS '10,,,"Chicago, Illinois",International Society of the Learning Sciences,,"The Science Literacy through Science Journalism (SciJourn) project aims to reframe the discussion of science literacy for citizenship, and explore how science journalism practices can be used to inform a cognitive apprenticeship that increases the science literacy of participants. This symposium features four paper presentations that report on the progress of the SciJourn project. We report on the development of standards for science content literacy based on the expertise exhibited by science journalists, assessment measures for science literacy, and assessment measures for engagement with science and technology. Finally, we describe our efforts aimed at apprenticing high-school aged learners into a science journalism community of practice spanning multiple schools and a community-based organization."
article,2071555,Marcus  Foth and Ronald  Schroeter and Irina  Anastasiu,,,,Fixing the City One Photo at a Time: Mobile Logging of Maintenance Requests,126--129,,4,"city maintenance, civic engagement, human-computer interaction, mobile applications, mobile interaction design, urban informatics",10.1145/2071536.2071555,,,,,,,2011,,Proceedings of the 23rd Australian Computer-Human Interaction Conference,OzCHI '11,,978-1-4503-1090-1,"Canberra, Australia",ACM,"New York, NY, USA","We have designed a mobile application that takes advantage of the built-in features of smart phones such as camera and GPS that allow users to take geo-tagged photos while on the move. Urban residents can take pictures of broken street furniture and public property requiring repair, attach a brief description, and submit the information as a maintenance request to the local government organisation of their city. This paper discusses the design approach that led to the application, highlights a built-in mechanism to elicit user feedback, and evaluates the progress to date with user feedback and log statistics. It concludes with an outlook highlighting user requested features and our own design aspirations for moving from a reporting tool to a civic engagement tool."
article,2501960,C&#233;dric  Bach and Regina  Bernhaupt and Caio Stein D'Agostini and Marco  Winckler,,,,Mobile Applications for Incident Reporting Systems in Urban Contexts: Lessons Learned from an Empirical Study,29:1--29:10,29,10,"government, incident reporting, mobile, user experience",10.1145/2501907.2501960,,,,,,,2013,,Proceedings of the 31st European Conference on Cognitive Ergonomics,ECCE '13,,978-1-4503-2251-5,"Toulouse, France",ACM,"New York, NY, USA","Many governments are now promoting the use of mobile applications allowing citizens to report incidents in their neighborhood to the administration. Such applications are sought to sense the quality of the environment thus enabling authorities to promote safety and well-being among citizens. However, little is known about how users perceive incident reporting systems and which factors affect the user experience (UX) and the perception of risk. In this paper we present some lessons learned from an empirical study involving twenty users engaged in reporting urban incidents using a mobile application. A significant result from the present study is to point out how and which UX dimensions can be effectively used as triggers to motivate users to report incidents. Based on citizens' perception of urban incidents, we discuss how to build innovative incident reporting systems that can improve the communication between citizens and administrations."
article,2307757,Joonsuk  Park and Sally  Klingel and Claire  Cardie and Mary  Newhart and Cynthia  Farina and Joan-Josep  Vallb&#233;,,,,Facilitative Moderation for Online Participation in eRulemaking,173--182,,10,,10.1145/2307729.2307757,,,,,,,2012,,Proceedings of the 13th Annual International Conference on Digital Government Research,dg.o '12,,978-1-4503-1403-9,"College Park, Maryland, USA",ACM,"New York, NY, USA","This paper describes the use of facilitative moderation strategies in an online rulemaking public participation system. Rulemaking is one of the U. S. government's most important policymaking methods. Although broad transparency and participation rights are part of its legal structure, significant barriers prevent effective engagement by many groups of interested citizens. Regulation Room, an experimental open-government partnership between academic researchers and government agencies, is a socio-technical participation system that uses multiple methods to lower potential barriers to broader participation. To encourage effective individual comments and productive group discussion in Regulation Room, we adapt strategies for facilitative human moderation originating from social science research in deliberative democracy and alternative dispute resolution [24, 1, 18, 14] for use in the demanding online participation setting of eRulemaking. We develop a moderation protocol, deploy it in ""live"" Department of Transportation (DOT) rulemakings, and provide an initial analysis of its use through a manual coding of all moderator interventions with respect to the protocol. We then investigate the feasibility of automating the moderation protocol: we employ annotated data from the coding project to train machine learning-based classifiers to identify places in the online discussion where human moderator intervention is required. Though the trained classifiers only marginally outperform the baseline, the improvement is statistically significant in spite of limited data and a very basic feature set, which is a promising result."
article,1843082,Daniela  Fogli and Loredana Parasiliti Provenza and Sergio  Colosio,,,,Metadesigning e-Government Services: A Case Study in a Local Agency,406--406,,1,,10.1145/1842993.1843082,,,,,,,2010,,Proceedings of the International Conference on Advanced Visual Interfaces,AVI '10,,978-1-4503-0076-6,"Roma, Italy",ACM,"New York, NY, USA","This paper describes the ongoing collaboration between the Department of Information Engineering of the University of Brescia and a local government agency. The goal is to create the socio-technical conditions for transferring the ability to develop web-based government-to-citizen services from software professionals to administrative personnel. To this end, proper end-user development techniques should be defined by capturing and exploiting employees' best practices and expertise. With reference to a typical government service, the paper reports summary results from a study of administrative personnel work practices and explores employees' motivations to become end-user software developers. It then outlines the design pattern language we have been defining for the considered domain to represent, from the employees' point of view, the problems encountered while creating government services together with their possible solutions. This is the starting point for identifying a further language that addresses the problem of end-user development of e-government services from an interaction-design point of view. These pattern languages can be regarded as metadesign tools for end-user development whose final aim is to support, and even improve, existing best practices in service creation, thus increasing employees' motivation and engagement in end-user development activities."
article,2591949,Neeta  Verma and M. P. Gupta,,,,"Open Government Data: Beyond Policy &#38; Portal, a Study in Indian Context",338--341,,4,"capacity building, challenges, ecosystem, institutionalization, open government data",10.1145/2591888.2591949,,,,,,,2013,,Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance,ICEGOV '13,,978-1-4503-2456-4,"Seoul, Republic of Korea",ACM,"New York, NY, USA","Open data is expected to enhance transparency, accountability and collaboration with citizens for government. Governments at all levels across all continents are therefore taking Initiatives to release their data in open domain. Open government data initiatives generally begin with a directive or a policy followed by a setting up of a data portal. All government agencies under the jurisdiction are then advised to contribute datasets in open format on the data portal. These contributing agencies face a lot of challenge right from understanding open data, capacity to compile good quality data, technology integration, potential apps, availability of funds and allocation of duty to institutional support. There is a need to enable and equip these government agencies with necessary skillsets to contribute high quality datasets. Departments also need to be equipped with necessary technology & administrative support to engage with Citizens willing to use data in open domain. Effective collaboration with community is also necessary to achieve potential use of datasets released. Further provisions should also be made in policy to achieve its institutionalization in the departments to achieve sustained release of high quality, high value datasets over a long time."
article,2557197,Munmun  De Choudhury and Andr&#233;s  Monroy-Hern&#225;ndez and Gloria  Mark,,,,Narco Emotions: Affect and Desensitization in Social Media During the Mexican Drug War,3563--3572,,10,"affect, crisis informatics, desensitization, social media",10.1145/2556288.2557197,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA","Social media platforms have emerged as prominent information sharing ecosystems in the context of a variety of recent crises, ranging from mass emergencies, to wars and political conflicts. We study affective responses in social media and how they might indicate desensitization to violence experienced in communities embroiled in an armed conflict. Specifically, we examine three established affect measures: negative affect, activation, and dominance as observed on Twitter in relation to a number of statistics on protracted violence in four major cities afflicted by the Mexican Drug War. During a two year period (Aug 2010 - Dec 2012), while violence was on the rise in these regions, our findings show a decline in negative emotional expression as well as a rise in emotional arousal and dominance in Twitter posts: aspects known to be psychological markers of desensitization. We discuss the implications of our work for behavioral health, facilitating rehabilitation efforts in communities enmeshed in an acute and persistent urban warfare, and the impact on civic engagement."
article,2463743,Francesco  Mureddu and Gianluca  Misuraca and David  Osimo and Stefano  Armenia,,,,A New Roadmap for Next-generation Policy-making,62--66,,5,"ICT tools, governance analysis and evaluation, modelling and simulation, policy making 2.0, stakeholders' engagement, system dynamics",10.1145/2463728.2463743,,,,,,,2012,,Proceedings of the 6th International Conference on Theory and Practice of Electronic Governance,ICEGOV '12,,978-1-4503-1200-4,"Albany, New York, USA",ACM,"New York, NY, USA","In the last thirty years the role of the government has moved consistently away from services provision to regulation. Society and economy has become more interconnected, unstable and unpredictable than ever, and citizens are keener to engage in complex policy making. Within this context, traditional tools for policy making, based upon the perfectly rational representative agent maximizing its own utility in a general equilibrium framework, have been demonstrated to be unable to predict and cope with some of today's most pressing challenges, such as the financial crisis and climate change. Despite the explosion of data availability, the possibility to analyse them through crowdsourcing and large scale collaboration, the advance in modelling and simulation tools for assessing non-linear impact of policy options, the full potential offered by the new instruments for policy making has yet to be achieved. Therefore policy makers have not yet at their disposal a set of instruments able to cope with the needs stemming from their decision making activities.In order to meet those needs the project CROSSOVER ""Bridging Communities for Next Generation Policy-Making"" is elaborating a demand/driven ""International Research Roadmap on ICT tools for Governance and Policy Modelling"", which links the needs and the activities of policy-making with current and future research challenges."
article,1592712,Yin-Leng  Theng and Amirrudin Bin Dahlan and Meutia Latifah Akmal and Thant Zin Myint,,,,An Exploratory Study on Senior Citizens' Perceptions of the Nintendo Wii: The Case of Singapore,10:1--10:5,10,5,"Wii, elderly, perceived usability and perceived usefulness, senior citizens, technology acceptance model",10.1145/1592700.1592712,,,,,,,2009,,Proceedings of the 3rd International Convention on Rehabilitation Engineering & Assistive Technology,i-CREATe '09,,978-1-60558-792-9,Singapore,ACM,"New York, NY, USA","Recent developments in digitally mediated games such as the Nintendo Wii aim to encourage exercise. This paper focuses on assessing the efficacy of the Nintendo Wii, popular in the United States and Japan, in promoting regular exercise among senior citizens in Singapore (aged 65 years and above). Adapting from the Technology Acceptance Model (TAM), this exploratory study examines senior citizens' perceptions of the Nintendo Wii. Twenty-eight participants took part in this pilot study conducted at a senior citizens centre in Singapore. Data collection was carried out via a self-reported questionnaire and video observation. Findings indicate that senior citizens perceived the Nitindo Wii usable with realistic depictions of games and had positive engagement with the Wii games. However, contrary to prior belief, findings did not show that perceived usefulness has a significant influence on senior citizens' intention to use the Wii for improving social interaction, health and exercise. The paper concludes with a discussion on the design and impact of digitally mediated games for elderly users."
