"","DocumentTitle","Year","Abstract","PDF_Link"
"73","Consensus indicators of sustainability for urban infrastructure",2010,"This paper is concerned mainly on the integration of different points of view, and bridging the gap between urban infrastructure stakeholders and citizens. First, we defined a large set of indicators of sustainability for urban infrastructure (energy, transport, waste disposal, water resources and wastewater treatment). Due to the complex nature of the sustainability paradigm, we take into consideration two issues, the need to prioritize indicators in order to take better more coherent decisions, and the importance of the feedback mechanism, as an adaptive element that redefines priorities as policies and social engagement takes place. To evaluate both issues, we show four different scenarios, each based on the relative importance given to each key dimension of sustainability: social, economical, environmental and institutional. This approach, we believe is of utmost importance in the determination of public policies, since it is through feedback that law and regulations can better adapt to the circumstances at hand.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5507705"
"74","Mobile crowdsourcing older people's opinions to enhance liveability in regional city centres",2014,"With larger numbers of older people living longer, an increasing proportion of the population will require a more supportive and responsive regional city environment. However, regional local governments have neither the resources nor the appropriate tools needed to understand and respond to the infrastructure needs of older persons. As mobile devices such as tablets and phones proliferate, there is an opportunity to use mobile apps to engage older people more effectively with their local government associations in planning the future of their regional city centres. In this paper we discuss the potential of this application for crowdsourcing older people's opinions as a form of community engagement. The application was developed in partnership with the Local Government Association and the partnership of the two regional local governments who participated in our pilot. We begin by describing the architecture of our platform, addressing choices regarding user interface design, modes and models for data capture, and standards guidelines. We then discuss methods we use for analyzing and visualizing the collected data to facilitate better decision making by governments. Lastly, we discuss the results of the field trials of our platform with mobile focus groups comprising senior citizens in two coastal regional cities in New South Wales, and interpret how our findings relate with the planning and development of these towns. Our work is the first step towards the use of mobile technologies to enable large scale data collection that can lead to smarter and more liveable cities for senior citizens.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6827675"
"75","Defining and Measuring Success in Online Citizen Science: A Case Study of Zooniverse Projects",2015,"Although current literature highlights a wide variety of potential citizen science project outcomes, no prior studies have systematically assessed performance against a comprehensive set of criteria. The study reported here is the first to propose a novel framework for assessing citizen science projects against multiple dimensions of success. The authors apply this framework to a sample of projects that form part of the online Zooniverse platform and position these projects against a success matrix that measures both contribution to science and public engagement levels relative to other projects in the sample. Their results indicate that better-performing projects tend to be those that are more established, as well as those in the area of astronomy. Implications for citizen science practitioners include the need to consider the impact of core competencies on project performance, as well as the importance of relationships between the central organization and science teams.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7106413"
"76","Structured Data on the Web",2010,"Summary form only given. Though search on the World-Wide Web has focused mostly on unstructured text, there is an increasing amount of structured data on the Web and growing interest in harnessing such data. Moreover, structured data is starting to play a greater role in many of the social movements enabled by the Web, such as citizen participation in government. The paper describes several current projects at Google whose overall goal is enable people to create and share structured data on the Web and to leverage structured data in Web search. The author describes the system for crawling millions of ""deepweb"" sites, that offer access to high-quality data through HTML forms and the WebTables and Octopus Systems that leverage structured data in HTML tables and lists on the surface web and enable users to piece together multiple data sets. Finally, Fusion Tables is a recently launched data-management service that lets users create and visualize structured and easily and emphasizes the ability to collaborate with other data owners.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474161"
"77","Notice of Retraction<BR>Study on the problems and countermeasures during the developing process of electronic democracy in our country",2011,"Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>With the research methods such as data-analysis and logical inference, based on the analysis of a series of existing problems during the developing process of electronic democracy such as the lagged construction situation of e-government, the limited number of participants in electronic democracy, the serious phenomenon of group polarization and network force, moreover the technical means and the form of and e-government has been paid more attention by the local government, while collaboration between the departments is ignored, the four aspects of countermeasures of strengthening basic information engineering and construction of e-government, accelerating the government reform, improving the corresponding electronic democratic system and strengthening the construction of cyber law and moral education have been put forward to perfect the electronic democracy and promote civic participation in the paper.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5882030"
"78","Networked Solidarity: An Exploratory Network Perspective on Twitter Activity Related to #illridewithyou",2016,"This study examines the nature of issue-based Twitter response networks using the hashtag ""#illridewithyou. This hashtag was a response of solidarity towards Muslims in Australia after a hostage incident that occurred in Sydney in December 2014. A network of 11293 users that used the hashtag #illridewithyou and their tweets were analyzed to examine the nature of engagement at network, ego, and semantic levels. Results show that although the #illridewithyou network has some characteristics of scale free networks, including a high clustering coefficient, low mean geodesic distance, and degree distribution approximating the power law, it lacks a giant connected component, but rather is structured into local clusters. Citizen participation, as indicated by out-degree, was considerably high in the network, and the topics discussed in the Tweets ranged from religion and empathy to globalism, multiculturalism and peace. Participants are globally connected but active in small clusters.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7427440"
"79","Choosing a Path for Governmental Administrative Decision in Netizen Participation",2009,"The development and popularization of network information technology has been promoting network to be one of the most important channels and means of citizen participation and governmental decision-making as well. Under the background of netizen participation, new developing challenges are facing governmental decision-making as new opportunities being brought to it. This paper aims to discuss the choices of governmental administrative decision by taking netizen participation into consideration.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5302652"
"80","Global Youth Connectivity (GYC) - using ICT for peaceful recovery and long-term change",2009,"ICT enables peaceful change in communities affected by conflicts, poverty and injustice. In this demo, we illustrate how young people use multimedia, cell phones and the internet to become global citizens responsible for building secure, productive and just communities at home and around the world. Global Youth Connectivity allows disaffected youth to express thoughts and feelings, while also scaling global citizenship education and civic engagement across borders. Thousands of Middle-Eastern and American youth have exchanged content and discussed online since 2005. Innovations and partnerships should enable Mercy Corps to empower millions more living in extreme vulnerability.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5426722"
"81","Citizen Perspectives on Trust in a Public Online Advanced Traveler Information System",2011,"The role of government in providing services to the citizen has been dramatically transformed with the evolution of the Internet and information and communication technologies. Now, government electronic services must not only be effective in their delivery but must also invoke citizen engagement in order to realize its significant contribution. Previous e-Government research has shown that trust in government electronic services is a critical factor in invoking citizen engagement. This study uses a grounded methods approach to understanding factors that affect citizen attitudes toward an online advanced traveler information system (ATIS) in Minneapolis, MN as elicited from users. Focus group discussions were analyzed to identify patterns that signify trust in e-Government systems. The results of this qualitative study include the elements of trust that are important to citizens using e-Government systems, not only as it applies to the online information systems, but in relation to the physical service that the online service represents.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5718654"
"82","Los Twindignados: The Rise of the Indignados Movement on Twitter",2012,"Twitter has already become an important facet of the social Web, allowing users and organizations to share their ideas and subscribe to others' updates. Notably, it has been actively used during political events such as the recent elections in Iran, Spain and the USA, or the uprisings in the Middle East, to the extent that it is claimed that revolutions will be tweeted. However such claims are yet to be empirically established. In this work we study an extensive set of millions of tweets themed around the 2011 regional and local elections in Spain and their accompanying civil unrest. Our analysis shows that mainstream political entities were overshadowed on Twitter by grassroots movements discussing alternative points of view, at both regional and national levels. By tracking temporal trends we discover an explosion of interest in the Spanish protests following the establishment of the first protest camps in Madrid. The subsequent spontaneous setting up of similar camps in almost every town in Spain was widely reported at the time, and our spatial analysis quantitatively attests that the protests were indeed widely discussed in all parts of the country. Our results suggest that online social networks serve more as media for interactive engagement between grassroots peers, rather than as platforms for politicians to attract mass attention.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406392"
"83","The gamer's soul never dies: Review of digital games for an active ageing",2015,"Recently, there has been increasing interest in the way in which a game thinking can encourage an active ageing and lifestyle. Although recent developments in game studies have heightened the potential of games for stimulating cognitive and physical capacities, its impact on the sense of security and participation in society, which are essential variables to characterize active ageing, have been overlook. This fact may be due to the current debate towards the concept of `active ageing.' This paper reports on the state-of-the-art of games designed for an active ageing, discussing the main recommendations for addressing games to the older target group.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170614"
"84","A concept to empower self-management of psychophysiological wellbeing: Preliminary user study experiences",2009,"In prevention of chronic diseases, health promotion and early interventions based on self-management should be emphasized. Mental health problems and stress cause a significant portion of healthcare costs, and also complicate the management of other chronic conditions. In addition to physical health, psychophysiological and social wellbeing should be equally promoted. Thus, we have previously designed and reported the P4Well or pervasive personal and psychophysiological management of wellness concept for working-age citizens. The concept supports the stress and recovery management on a daily basis through improved health management strategies, and combines psychological methods with personal health technologies. In this paper, we discuss the preliminary user study experiences of ongoing evaluations with two different user groups consisting of: 1) middle-aged men who are using the concept for managing their mental wellbeing or mild depression; and 2) entrepreneurs who are using the concept for coping with stress. Our results provide a preliminary assessment of the role and importance of experts, technologies, and peer-support in the concept.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5333549"
"85","Dealing with cyber security threats: International cooperation, ITU, and WCIT",2015,"The cyber security situation is not as bad as most people think it is - it is worse than most people imagine it could be. Indeed the lack of security of the Internet and of the devices connected to it results in serious vulnerabilities. These vulnerabilities create risks for infrastructures that increasingly rely on the Internet, including not just communications, but also power generation and distribution, air transport, and, in the near future, road transport. It is easy and relatively inexpensive to access cyberspace and to obtain the means of conducting offensive cyber attacks. Thus it is tempting to develop offensive cyber capabilities and indeed some states are doing so - as published in their national cyber security strategies, and several states have allegedly carried out cyber attacks. At the same time, a state is bound to protect its citizens, including against cyber attacks and cyber warfare. This will become increasingly difficult, if not impossible, if current trends continue unchecked. This article argues that international agreements on improving cyber security, and limiting cyber attacks would appear to be necessary and appropriate measures. Yet key developed countries resist taking legally binding measures of that nature, see in particular the discussions and outcome of the 2012 International Telecommunication Union (ITU) World Conference on International Telecommunications (WCIT). On the contrary, some of these countries practice mass surveillance, which some consider to be a threat to citizens and to the security of states, and which some authors have even considered, figuratively, to be a form of cyber war, even if it is inappropriately justified as a means of combating terrorism. And they resist calls to end mass surveillance. This paper argues that the positions taken by key developed countries could have grave negative consequences in the future, in particular for those very countries. The time has come to take steps to prevent this, which in- lude more discussions and engagement in various forums, including ITU.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7158473"
"86","The research on “application of the third party policing to social security”",2011,"This article is aimed at understanding the developing trend of third party crime prevention, which excludes both the police and criminals. This trend works by implementing the advantages of community policing and problem-oriented policing, while referring to the strategies of crime prevention initiative, and strives to integrate new forces from the society, such as civilian engagement or market mechanism, into crime prevention. The above-mentioned police administrative model, which combines the forces of multiple “third-parties” to resolve crime problems, is officially called “third-party policing”. “Third-party policing” is a market and community based crime prevention, part of the broader trend of “decentralization of policing”, which means that the police force is shifted from a government controlled institute to a market and community based third party. As the new governing concept supports this shift, including renewal of insurance statistics on criminal concept, and change of perspective towards cautious individuals, we can see many cases of adopting the third-party policing model in security control policies and practical experiences. This article uses the academic concepts of “collaborative co-governance of public security”, “security risks of crime”, and “equality of rights and obligations among multiple parties” to examine how “third-party policing” is used to deal with security control on a practical level in Taiwan. Finally, the article discusses possible obstacles faced while conducting “third-party policing”, as well as what steps should be taken in the future, should the need to use it in the inspection and prevention of crime arise, so as to raise the awareness of government authorities, and allow citizens to take control through participation.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5996307"
"87","Eco-labeling Greek Schools for Energy Efficiency over IPv6",2012,"Reducing CO2 emissions in order to address climate change is a difficult challenge but it may also become an opportunity for improving citizens' behaviour towards the protection of the physical environment. Furthermore, as buildings are responsible for a significant portion of total energy consumption and emissions, improving their energy performance is clearly a key factor for accomplishing the EC climate and energy objectives. In this context, the Greek pilot in GEN6, a European Commission funded project, aims to influence the behaviour of the local school communities by raising their energy awareness. As discussed herein, the pilot will provide real-time energy efficiency services over IPv6-enabled grids to the local educational community, providing students with information on their consumption patterns and raising awareness among them on the energy savings that behavioural changes may bring. Consequently, the pilot aims to reduce the participating school buildings' carbon footprint by at least 10% and prove that IPv6 may become an enabling technology for new advanced services. Currently, the installation of IPv6-enabled energy smart meters is in progress at 50+ schools for monitoring energy consumption but also for becoming an educational and social engagement tool for students. The GEN6 pilot, also aligned with the Greek School Network energy innovative programme, is further reinforced by hands-on workshops aiming at engaging students on issues of sustainability and empowering them to make further behavioural energy-saving changes. Results from the competition among the participating school communities are disseminated to the public through various means, such as a web portal, a blog, and social networks, which record the energy efficiency of participating schools and the effect of the actions taken.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6377401"
"88","MOOC for Medical Big Data Research: An Important Role in Hypertension Big Data Research",2015,"Due to limited technical and social resources, many physician practices fall short on accurate blood pressure measurement to carry out large-scale hypertension research projects. The accuracy and standard of data acquisition are very important when data sources are diverse in medical big data research. This paper proposes Massive Online Open Course (MOOC) is appropriate approach to teach volunteers necessary knowledge and skills of blood pressure measurement for hypertension research. It introduces a new citizen science ""paradigm"" to support big data research such as hypertension. MOOC is a new type online course that provides a combination of short video lectures, frequent comprehension quizzes and active participation in discussion forum. The well-trained data collectors by MOOC will be granted to collect and publish data of hypertension research. The process of medical big data research based on MOOC was introduced.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7184915"
"89","From participatory sensing to Mobile Crowd Sensing",2014,"The research on the efforts of combining human and machine intelligence has a long history. With the development of mobile sensing and mobile Internet techniques, a new sensing paradigm called Mobile Crowd Sensing (MCS), which leverages the power of citizens for large-scale sensing has become popular in recent years. As an evolution of participatory sensing, MCS has two unique features: (1) it involves both implicit and explicit participation; (2) MCS collects data from two user-participant data sources: mobile social networks and mobile sensing. This paper presents the literary history of MCS and its unique issues. A reference framework for MCS systems is also proposed. We further clarify the potential fusion of human and machine intelligence in MCS. Finally, we discuss the future research trends as well as our efforts to MCS.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6815273"
"90","Keeping citizens, companies, and organizations informed by Web KnowARR",2014,"For the main part, electronic government (or e-government for short) aims to put digital public services at disposal for citizens, companies, and organizations. To that end, in particular, e-government comprises the application of Information and Communications Technology (ICT) to support government operations and provide better governmental services (Fraga, 2002) as possible with traditional means. Accordingly, e-government services go further as traditional governmental services and aim to fundamentally alter the processes in which public services are generated and delivered, after this manner transforming the entire spectrum of relationships of public bodies with its citizens, businesses and other government agencies (Leitner, 2003). To implement this transformation, one of the most important points is to inform the citizen, business, and/or other government agencies faithfully and in an accessible way. This allows all the partaking participants of governmental affairs for a transition from passive information access to active participation (Palvia and Sharma, 2007). In addition, by a corresponding handling of the participants' data, a personalization towards these participants may even be accomplished. For instance, by creating significant user profiles as a kind of participants' tailored knowledge structures, a better-quality governmental service may be provided (i.e., expressed by individualized governmental services). To create such knowledge structures, thus known information (e.g., a social security number) can be enriched by vague information that may be accurate to a certain degree only. Hence, fuzzy knowledge structures can be generated, which help improve governmental-participants relationship. The Web KnowARR framework (Portmann and Thiessen, 2013; Portmann and Pedrycz, 2014; Portmann and Kaltenrieder, 2014), which I introduce in my presentation, allows just all these participants to be automatically informed about changes of Web content regarding a- respective governmental action. The name Web KnowARR thereby stands for a self-acting entity (i.e. instantiated form the conceptual framework) that knows or apprehends the Web. In this talk, the frameworks respective three main components from artificial intelligence research (i.e. knowledge aggregation, representation, and reasoning), as well as its specific use in electronic government will be briefly introduced and discussed.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6819926"
"91","The Impact of Smartphones on E-Participation",2013,"In the last years social media as well as mobile applications are of growing relevance for public political discussions and therefore for the approach of e-participation. However, studies show that there is still a low degree of involvement of politicians and citizens. Current research regularly focuses on how citizens can be enabled to more effectively share their ideas and opinions regarding political processes. However, the role of politicians themselves is rarely discussed within the academic discussion. In our study we attempt to better understand the impact of the growing diffusion of smartphones among politicians on e-participation. We conducted an online survey and asked members of the German federal parliament about their usage of mobile devices in order to interact with citizens. We show that smartphones lead to an increasing intensity of dialogue between politicians and citizens based on social media. Furthermore, we suggest that the level of e-participation grows by social media and mobile devices.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6480050"
"92","An Exploratory Factor Analysis of Motivations for Participating in Zooniverse, a Collection of Virtual Citizen Science Projects",2013,"Virtual citizen science (VCS) uses technology like the Internet to give volunteers the chance to participate in real scientific research. The success of VCS projects has prompted researchers to understand what motivates volunteer participation. 199 registered users of Zooniverse, a successful collection of VCS projects, completed a web survey assessing various possible motives for their participation. An exploratory factor analysis of their responses suggests a three-factor solution representing motives related to Social Engagement, Interaction with the Website, and Helping. We discuss the place these results have in helping to understand the still emerging picture of the variety of motives associated with various VCS projects and activities.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6479908"
"93","Challenges in participation",2010,"Participatory Design (PD) has a strong tradition in professional settings, including e.g. hospitals and nursing homes. As care and rehabilitation practices move, to a greater extent, out of the hospitals and into private homes a new take on PD is needed to facilitate design activities with patients or laypeople as the primary user groups and to design healthcare applications to be used primarily in the home. This paper discusses challenges and possibilities related to the design of home-based healthcare applications and especially the users' possibilities for participation in creative PD activities. Based upon ongoing design-work, related to home-based rehabilitation of elderly suffering from vestibular dysfunction (dizziness), this paper presents lessons learned and initial outcomes related to patient/citizen-focused development of healthcare solutions for private homes. We present initial ideas on how PD can be used to develop pervasive healthcare applications with less resourceful user-groups such as elderly people suffering from illness.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5482250"
"94","Real-time ethics ??? A technology enabled paradigm of everyday ethics in smart cities: Shifting sustainability responsibilities through citizen empowerment",2015,"Conventional sustainable urban development practices are predominantly focused on intervention measures aimed at larger urban stakeholders, providing limited room for citizen engagement. In the emerging context of smart cities, Internet and Communication Technologies (ICT) are becoming technology-enablers of citizen participation towards sustainable urban development targets. This article highlights the opportunity of ICT-enabled citizen-empowerment, based on recent discoveries of behavioral psychology, and raises questions about the accompanying challenges. The aim of such design is to enable citizens to understand their own role in relation to wider sustainability issues, in particular to aid them in decision-making processes. This may result into a transition of increased citizen responsibility that could entail an unprecedented number of daily decisions and ethical trade-offs. To facilitate this transition, the growing stream of ethical considerations in everyday life, ""real-time ethics"", require a distinct interdisciplinary discussion.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7439410"
"95","What Makes Hyper-local Online Discussion Forums Sustainable?",2015,"Despite the global success enjoyed by a few social media platforms such as Wikipedia and Facebook, many platforms that target geographically bounded communities struggle to sustain users' participation over time. Understanding what makes such ""hyper-local"" communities sustainable can lead to better technologies for encouraging community awareness and civic participation. However, little is known about how the social structure of such online communities impacts their sustainability. In this study, we conceptualize sustainability through the aspects of viability and performance. We measure three system-level factors that affect sustainability, including network size, connectedness and centralization, which capture the communities' social structures. We test our hypotheses on the longitudinal data collected from E-Democracy.org. Our results indicate that network connectedness and centralization are positively associated with performance but not with viability. The findings reveal a system design dilemma for hyper-local forums. We discuss the implications and potential solutions to overcome the sustainability challenge.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7070107"
"96","Trust challenges and issues of e-government: E-tax prospective",2010,"This paper discusses trust issues and challenges have been encountered by e-government developers during the process of adoption of online public services. Despite of the apparent benefits as online services' immediacy and saving costs, the rate of adoption of e-government is globally below experts' expectations. A concern about e-government adoption is extended to trust issues which are inhibiting a citizen's acceptance of online public sector services or engagement with e-government initiates. A citizen's decision to use online systems is influenced by their willingness to trust the environment and to the agency is involved. Trust makes citizens comfortable sharing personal information and making online government transaction. Therefore, trust is a significant notion that should be critically investigated in context of different E-Taxation models as part of E-Government initiatives. This research is proposing the implementation of Trusted Platform Module as a solution for achieving the high level of citizens' trust in e-taxation.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5561596"
"97","Towards a typology of social news apps from a Crowd Computing perspective",2014,"The Web is now both an information repository and a cyberspace supported by a participatory culture. In the domain of news and journalism, the Social Web has witnessed the emergence of Social News Websites (SNW), where users contribute for various reasons. Sites like Digg, Reddit and Storify, just to name a few, allow their users to discuss, comment, share, recirculate, tag and rate news from various sources. However, the social computing literature has described these sites so far through narrow definitions, e.g., as a synonym for social news aggregators, as specializations of social media or even as specialized forms of online social networks. In this research, we identify a broader landscape of social applications exploring citizen participation in the news value chain, and propose a broader definition and a typology for social news applications from the perspective of Crowd Computing.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974066"
"98","Locast Civic Media: Extending Civic Engagement Boundaries through Mobile Media and Hyper-Local Conversations",2011,"Always-on connectivity, video production capabilities, social networking, and location-based services make mobile phones important tools for citizen journalism. Drawing on emerging patterns, our research focuses on transposing global media production and circulation practices to local contexts. Our emphasis is on joining urban conversations with civic knowledge sharing practices to build information-based communities. We present an integrated, ubiquitous, mobile media and geo-social networking platform that proposes tools for open-publication, collaborative-authoring, and production. This framework allows social content dissemination through mobile devices and the web. In this paper, we discuss our recent findings from research on mobile civic media, presenting our design methods, implementation details, and a field study arranged in Porto Alegre (Brazil). Finally, we discuss our insights and future design considerations for platform development.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113322"
"99","Citizenship education management and world city construction enlightenment to Beijing",2011,"Beijing's construction of the world city should be an important goal for capital development. Besides the hardware facilities, the management of citizenship education is the most important part for reaching this goal. Citizenship education is a cause of whole participation, contribution and share and the management accompanies the all process. This paper applies quantitative, qualitative and case study methods to discuss an actual significance, impact factors, economic theory application, service facility management and implications to Beijing. The research conclusions are that there is a stable equilibrium relationship between the citizenship education and the whole education resources; Beijing should regard the world city construction as a work that needs to make great efforts like running the Olympic Games, and regard the citizenship education as a must for the goal realization.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6010926"
"100","Governmeter: A Web application for monitoring governmental activity",2011,"Governmeter is a web application based on the principles of eParticipation and social networks, specifically designed to monitor and discuss, in an objective and independent manner the governance and legislative activity of the Government. Initially, the discussion is essentially based on three aspects: the evolution of the statistical indicators, the objectives set by the government and government measures. This article describes the main features of Governmeter which is believed to substantially contribute to the interest and engagement of citizens in political deliberation.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974199"
"101","An e-Participation support system for regional communities based on linked open data, classification and clustering",2012,"In this paper, we present an e-Participation Web system for various platforms and mobile phones, based on linked open data, classification and clustering. The system aims at supporting citizen e-Participation in ongoing regional debates by gathering and openly publishing news and opinions from the Web for easy comprehension and commenting. Our study helps us define relevant evaluation criteria for an adequate citizen discussion system in the new context of open government, the Web, and mobile computing. We present the system, O2, and its application citispe@k, as well as its underlying components: ontology structure, classification and clustering. We then conduct a comparison with existing systems and find that our system is a better approach for efficient citizen e-participation when compared to current existing systems.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6311150"
"102","Information Visualization and Organization for Participatory Monitoring of Invasive Alien Species",2009,"The participation of citizen volunteers plays an important role in the control and monitoring of invasive alien species because of its potentially wide spatial and temporal coverage. To support citizen participation, an information system that presents the achievement of activities needs to be developed to enhance the motivation of participants. This challenge was discussed in the context of the capture program started in Hokkaido, Japan in 2006, for invasive alien species, Bombus terrestris, and the this program's Website, ""SeiyouStatus"" (http://dias.tkl.iis.u-tokyo.ac.jp/seiyou/). We start by proposing four types of views for visualizing and organizing capture records, and discuss the usage of the textual data obtained from casual communications between researchers and participants. We then illustrate an example of environment visualization, and demonstrate the importance of warning maps for illuminating high invasion risks and prioritizing actions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337117"
"103","eParticipation in Practice in Europe: The Case of ""Puzzled by Policy: Helping You Be Part of EU""",2013,"This paper focuses on the case study of ""Puzzled by Policy: Helping you be part of EU"", a European e-participation project, which studies the needs of concerned citizens, stakeholders and decision makers, and provides a unique platform for users to learn and discuss about policy at the EU and national level, while finding out what particular policies mean to them on the national level so that they can contribute to policy drafting. The findings of our study suggest that the path to successful e-participation should not only involve ICT, but should first incorporate a conceptual model of e-participation, i.e. questions such as how to model the policy to be debated in the democratic process, how to define the public engagement model, what communication model should be used, and what deliberation methods should be addressed.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6480067"
"104","Mobi4D: A next generation service delivery platform for mobile government services: An African perspective",2011,"The proliferation of mobile devices now ubiquitous to virtually everyone in Africa has made it absolutely easy to get across to every user. Innovative ideas have quickly developed around mobile devices as well as technology surrounding it and while the earliest uses were born out of necessity, the current technology is harnessing the power of mobile devices to support and propel citizen engagement in democracy. With its Mobi4D platform project, the CSIR is pioneering the utilization of mobile devices to fully implement mobile government application with the aim of significantly improving the quality of service delivered to the citizens of South Africa. In this paper, we report the current development around the Mobi4D platform and discuss from the view point of opportunities it presents for mobile government. Demos of some of the pilot services being developed on Mobi4D are also presented showing how such platform can help address challenges faced in the government sector.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6145152"
"105","Bridging the Divide in Democratic Engagement: Studying Conversation Patterns in Advantaged and Disadvantaged Communities",2012,"The Internet offers opportunities for informal deliberation, and civic and civil engagement. However, social inequalities have traditionally meant that some communities, where there is a concentration of poverty, are both less likely to exhibit these democratic behaviors and less likely to benefit from any additional boost as a result of technology use. We argue that some new technologies afford opportunities for communication that bridge this divide. Using temporal topic modeling, we compare informal conversational activity that takes place online in communities of high and low poverty. Our analysis is based on data collected through i-Neighbors, a community website that provides neighborhood discussion forums. To test our hypotheses, we designed a novel time series segmentation algorithm that is driven by topic dynamics. We embed an LDA algorithm in a segmentation strategy and develop an approach to compare and contrast the resulting topic models underlying time series segments. We examine the adoption of i-Neighbors by poverty level, and apply our algorithm to six neighborhoods (three economically advantaged and three economically disadvantaged) and evaluate differences in conversations for statistical significance. Our findings suggest that social technologies may afford opportunities for democratic engagement in contexts that are otherwise less likely to support opportunities for deliberation and participatory democracy.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6542437"
"106","Trends in GNSS Italian application scenarios in transportation",2015,"In Italy activities and investments (including the ones of the Italian Space Agency) on transportation safety in the GNSS field are increasing. The road transportation has been the most important focus point, while a strong attention is being devoted to civil aviation, rail transportation and maritime applications. The current Galileo and EGNOS systems, with their future evolutions, give the possibility to exploit all the possible applications related to the navigation field. A specific attention needs to be addressed to the Unmanned Aerial Vehicles, that involve critical elements for civil and commercial use. A final balance of the developed activities in Italy will be discussed in this paper; the roadmap of the future activities will be analyzed correlating both the national and international projects involving the Italian participation. Finally, the priorities of the applications will emphasize the potential fruitful use of new GNSS solutions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7352256"
"107","Discussion of Promoting the Healthy Development of Citizens' Political Participation via Internet",2010,"Citizens' political participation via Internet has now become the important form of citizens' political participation, which not only supplies powerful drive to development of democracy, but also has many shortcomings and faces large risks which are mainly embodied in: Firstly, obvious imbalance exists in citizens' political participants via Internet and their abilities due to the imbalance of Chinese economic and social development, Internet democracy may dissimilate to be “Internet nobility democracy”. Secondly, the existence of prevalence of individual liberalism as well as excessive-popularity of citizens' globalization idea in China's society makes the supervision for citizen's political participation via Internet in out of control. Thirdly, information explosion, information crowd and group polarization phenomenon also leads non-rationality, extremity of citizens' political participation via Internet. In view of this, China's government shall firstly be committed to eliminate “digital gulf”, and supplies equal opportunity of political participation via Internet to citizens; meanwhile, China's government shall insist to governing Internet with laws, enhance control and management for Internet information nodes, purify information network space; moreover, government shall actively perfect the systems such government's information issuance on Internet, governmental officials' direct on-line communication with citizens, and strives to form good “appeal-response” mechanism of interaction between officials and citizens; finally, government shall further improve citizens' political quality and ethical quality, cultivate citizens' political participation culture, and perfect Internet ethic criterion systems.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5576639"
